datetime_ist,date,time,cwc_rainfall_mm,rainfall_6h_mm,rainfall_24h_mm,rainfall_72h_mm,pore_pressure_kpa,pore_pressure_mbar,pressure_change_6h_kpa,pressure_change_24h_kpa,tilt_deg,pitch_deg,roll_deg,yaw_deg,accel_x_ms2,accel_y_ms2,accel_z_ms2,gyro_x_dps,gyro_y_dps,gyro_z_dps,landslide_risk_score,landslide_risk_level,landslide_event,landslide_next_6h
2024-01-01 16:00:00,01-01-2024,16:00:00,0.0,0.1,0.76,0.76,0.627,6.27,-0.0275,-0.1735,2.031,1.248,0.821,4.981,-0.0109,0.0014,9.7626,-0.0544,-0.0133,0.0138,0.048809813125951326,LOW,0,0
2024-01-01 17:00:00,01-01-2024,17:00:00,0.18,0.25,0.94,0.94,0.609,6.09,-0.0565,-0.1906,2.038,1.173,0.817,4.976,0.0109,-0.0154,9.7914,-0.0039,0.0014,-0.0474,0.04792328530580171,LOW,0,0
2024-01-01 18:00:00,01-01-2024,18:00:00,0.05,0.24,0.99,0.99,0.613,6.13,-0.0502,-0.187,2.035,1.185,0.768,4.968,-0.0133,-0.0054,9.8398,-0.0266,0.0279,-0.0097,0.048673789029271636,LOW,0,0
2024-01-01 19:00:00,01-01-2024,19:00:00,0.0,0.24,0.99,0.99,0.62,6.2,-0.013,-0.1797,2.036,1.224,0.789,4.942,0.0026,-0.0055,9.8516,-0.0468,0.0173,-0.008,0.04939007559506128,LOW,0,0
2024-01-01 20:00:00,01-01-2024,20:00:00,0.0,0.22,0.99,0.99,0.583,5.83,-0.051,-0.2171,2.039,1.21,0.751,4.898,0.0074,-0.014,9.7943,-0.0038,0.0253,0.0695,0.04560398946160174,LOW,0,0
2024-01-01 21:00:00,01-01-2024,21:00:00,0.3,0.52,1.29,1.29,0.577,5.77,-0.0606,-0.223,2.043,1.218,0.815,5.05,0.0281,-0.0043,9.8187,-0.0158,-0.0039,0.0479,0.047037212234751324,LOW,0,0
2024-01-01 22:00:00,01-01-2024,22:00:00,0.0,0.52,1.29,1.29,0.562,5.62,-0.0644,-0.2379,2.043,1.202,0.842,5.017,0.0008,-0.0109,9.8334,-0.0453,-0.0698,-0.0235,0.04550231245091639,LOW,0,0
2024-01-01 23:00:00,01-01-2024,23:00:00,0.0,0.35,1.29,1.29,0.585,5.85,-0.0247,-0.2153,2.047,1.21,0.837,5.086,0.016,-0.0041,9.8261,-0.036,-0.0488,-0.0001,0.04785582545279663,LOW,0,0
2024-01-02 00:00:00,02-01-2024,00:00:00,0.07,0.37,1.36,1.36,0.561,5.61,-0.0524,-0.2394,2.047,1.24,0.847,4.976,-0.0092,0.0107,9.8047,0.041,-0.0186,-0.0221,0.04587766175888688,LOW,0,0
2024-01-02 01:00:00,02-01-2024,01:00:00,0.0,0.37,1.31,1.36,0.559,5.59,-0.0611,-0.2199,2.055,1.234,0.811,5.189,0.0051,0.0129,9.7634,-0.0187,-0.0332,0.0177,0.045331811339928293,LOW,0,0
2024-01-02 02:00:00,02-01-2024,02:00:00,0.05,0.42,1.33,1.41,0.561,5.61,-0.022,-0.1768,2.064,1.189,0.824,4.912,-0.0056,0.0138,9.8145,0.0248,-0.0142,0.0381,0.045672943490218526,LOW,0,0
2024-01-02 03:00:00,02-01-2024,03:00:00,0.0,0.12,1.26,1.41,0.55,5.5,-0.0272,-0.1772,2.063,1.227,0.829,5.072,0.005,-0.0221,9.8193,0.0458,0.045,-0.0227,0.04406967435518007,LOW,0,0
2024-01-02 04:00:00,02-01-2024,04:00:00,0.0,0.12,1.26,1.41,0.563,5.63,0.0004,-0.1527,2.072,1.227,0.807,4.963,0.0047,-0.006,9.8541,-0.051,-0.0042,-0.0527,0.04539992083450368,LOW,0,0
2024-01-02 05:00:00,02-01-2024,05:00:00,0.01,0.13,1.14,1.42,0.548,5.48,-0.0363,-0.1611,1.623,0.944,0.596,4.907,-0.097,-0.0772,9.9202,0.0428,0.0706,0.0133,0.04304614797599531,LOW,0,0
2024-01-02 06:00:00,02-01-2024,06:00:00,0.04,0.09,1.01,1.45,0.514,5.14,-0.0462,-0.1524,1.619,1.197,0.801,4.913,-0.0142,0.0018,9.8038,-0.0083,0.0494,0.0016,0.038679929301739885,LOW,0,0
2024-01-02 07:00:00,02-01-2024,07:00:00,0.0,0.09,0.99,1.45,0.529,5.29,-0.0299,-0.1438,1.619,1.2,0.753,5.004,0.0077,0.0055,9.8052,-0.0439,0.0115,-0.0835,0.04007835023979593,LOW,0,0
2024-01-02 08:00:00,02-01-2024,08:00:00,0.06,0.11,0.97,1.52,0.51,5.1,-0.0509,-0.1451,1.62,1.22,0.761,5.122,0.0071,-0.0001,9.8179,-0.0214,-0.0231,0.0532,0.03799766500115942,LOW,0,0
2024-01-02 09:00:00,02-01-2024,09:00:00,0.08,0.19,0.94,1.6,0.501,5.01,-0.0483,-0.1631,1.627,1.235,0.797,5.062,0.0069,0.0172,9.856,0.0288,-0.0199,0.0345,0.036872006862190096,LOW,0,0
2024-01-02 10:00:00,02-01-2024,10:00:00,0.0,0.19,0.94,1.6,0.488,4.88,-0.0749,-0.1664,1.621,1.209,0.83,4.974,-0.01,-0.0035,9.8318,0.0345,0.0122,0.0168,0.035541760382866466,LOW,0,0
2024-01-02 11:00:00,02-01-2024,11:00:00,0.06,0.24,0.97,1.66,0.461,4.61,-0.0875,-0.2049,1.627,1.211,0.79,5.128,0.0019,0.003,9.7974,0.0666,-0.0466,-0.0189,0.032983659040631934,LOW,0,0
2024-01-02 12:00:00,02-01-2024,12:00:00,0.03,0.23,0.94,1.69,0.435,4.35,-0.0795,-0.2284,1.591,1.211,0.83,4.923,-0.0087,-0.0194,9.8258,0.0267,0.0445,-0.0269,0.030118447813316334,LOW,0,0
2024-01-02 13:00:00,02-01-2024,13:00:00,0.0,0.23,0.94,1.69,0.398,3.98,-0.1313,-0.2353,1.603,1.181,0.816,5.107,-0.008,0.0077,9.808,-0.0306,-0.0264,-0.0203,0.026332361679856798,LOW,0,0
2024-01-02 14:00:00,02-01-2024,14:00:00,0.0,0.17,0.92,1.69,0.399,3.99,-0.1111,-0.235,1.599,1.194,0.812,4.936,-0.0166,0.0054,9.8225,0.0224,0.0356,-0.0193,0.026298209486333556,LOW,0,0
2024-01-02 15:00:00,02-01-2024,15:00:00,0.05,0.13,0.97,1.73,0.404,4.04,-0.0976,-0.2337,1.655,1.246,0.846,5.061,0.0101,0.0341,9.8065,-0.0308,-0.0058,-0.0278,0.02715103986205913,LOW,0,0
2024-01-02 16:00:00,02-01-2024,16:00:00,0.0,0.13,0.97,1.73,0.4,4.0,-0.088,-0.2269,1.626,1.171,0.825,5.176,-0.0166,0.0053,9.8109,0.0304,0.0304,-0.022,0.026741733253036477,LOW,0,0
2024-01-02 17:00:00,02-01-2024,17:00:00,0.07,0.14,0.86,1.8,0.403,4.03,-0.0582,-0.2067,1.626,1.215,0.804,5.014,-0.003,0.011,9.8389,0.0088,0.0278,0.002,0.02629807955801949,LOW,0,0
2024-01-02 18:00:00,02-01-2024,18:00:00,0.0,0.12,0.82,1.8,0.392,3.92,-0.0434,-0.2215,1.621,1.192,0.78,5.004,0.0234,0.0097,9.812,-0.0595,0.0143,-0.0067,0.02489952869164939,LOW,0,0
2024-01-02 19:00:00,02-01-2024,19:00:00,0.0,0.12,0.82,1.8,0.387,3.87,-0.0115,-0.2337,1.621,1.211,0.814,4.944,0.0115,-0.0098,9.8271,-0.0406,-0.0159,0.0053,0.024387895430371075,LOW,0,0
2024-01-02 20:00:00,02-01-2024,20:00:00,0.0,0.12,0.82,1.8,0.378,3.78,-0.0213,-0.2053,1.621,1.228,0.854,5.072,-0.0057,0.0108,9.8157,-0.0433,-0.0665,-0.0244,0.023466955560070106,LOW,0,0
2024-01-02 21:00:00,02-01-2024,21:00:00,0.0,0.07,0.51,1.8,0.368,3.68,-0.0362,-0.2093,1.614,1.217,0.823,5.159,-0.0031,-0.019,9.8069,0.0577,-0.0486,0.0149,0.02230721019173457,LOW,0,0
2024-01-02 22:00:00,02-01-2024,22:00:00,0.02,0.09,0.53,1.82,0.34,3.4,-0.0597,-0.2221,1.612,1.172,0.838,5.047,-0.0054,-0.0173,9.8139,0.0008,0.0349,0.0365,0.019442063928576003,LOW,0,0
2024-01-02 23:00:00,02-01-2024,23:00:00,0.0,0.02,0.53,1.82,0.356,3.56,-0.0469,-0.2289,1.606,1.21,0.785,5.11,0.0014,-0.012,9.7981,-0.0039,-0.0325,-0.03,0.02107929036466661,LOW,0,0
2024-01-03 00:00:00,03-01-2024,00:00:00,0.04,0.06,0.5,1.86,0.343,3.43,-0.0487,-0.2178,1.597,1.195,0.805,5.054,0.0187,-0.001,9.8146,-0.0869,0.0289,0.0572,0.019749043885342994,LOW,0,0
2024-01-03 01:00:00,03-01-2024,01:00:00,0.0,0.06,0.5,1.86,0.327,3.27,-0.06,-0.2326,1.602,1.226,0.827,5.043,-0.0004,-0.0207,9.7905,-0.0468,-0.0626,0.0266,0.018111817449252384,LOW,0,0
2024-01-03 02:00:00,03-01-2024,02:00:00,0.23,0.28,0.68,2.09,0.312,3.12,-0.0654,-0.2487,1.6,1.219,0.828,4.954,-0.0046,-0.0068,9.7726,-0.069,-0.0285,0.0409,0.016576917665417433,LOW,0,0
2024-01-03 03:00:00,03-01-2024,03:00:00,0.07,0.36,0.75,2.16,0.3,3.0,-0.0674,-0.2495,1.593,1.185,0.819,5.084,0.0145,-0.0056,9.8259,-0.0216,0.0527,0.0522,0.015348997838349475,LOW,0,0
2024-01-03 04:00:00,03-01-2024,04:00:00,0.06,0.4,0.81,2.22,0.289,2.89,-0.0512,-0.2738,1.593,1.224,0.795,5.118,0.0018,0.0236,9.8322,0.0565,0.047,0.0267,0.01429164408642663,LOW,0,0
2024-01-03 05:00:00,03-01-2024,05:00:00,0.0,0.4,0.81,2.22,0.287,2.87,-0.0685,-0.2611,1.591,1.215,0.799,5.035,-0.0164,0.0053,9.7807,0.0196,0.0628,-0.0048,0.014086990781915306,LOW,0,0
2024-01-03 06:00:00,03-01-2024,06:00:00,0.0,0.36,0.77,2.22,0.252,2.52,-0.0909,-0.2626,1.593,1.179,0.885,4.996,-0.0175,-0.0037,9.8355,-0.0015,0.0594,-0.0046,0.010437318530077642,LOW,0,0
2024-01-03 07:00:00,03-01-2024,07:00:00,0.0,0.36,0.77,2.22,0.232,2.32,-0.0945,-0.2972,1.596,1.19,0.794,4.997,0.0137,-0.0325,9.7761,-0.0114,0.0749,0.0235,0.00839078548496438,LOW,0,0
2024-01-03 08:00:00,03-01-2024,08:00:00,0.0,0.13,0.7,2.22,0.254,2.54,-0.058,-0.2558,1.602,1.213,0.854,5.104,0.0144,-0.0027,9.7923,0.0148,-0.0522,0.0747,0.010641971834588971,LOW,0,0
2024-01-03 09:00:00,03-01-2024,09:00:00,0.0,0.06,0.62,2.22,0.274,2.74,-0.026,-0.2272,1.606,1.22,0.798,5.015,-0.0209,0.0219,9.8247,-0.0175,-0.0101,-0.0364,0.012688504879702234,LOW,0,0
2024-01-03 10:00:00,03-01-2024,10:00:00,0.07,0.07,0.69,2.29,0.264,2.64,-0.0245,-0.2234,1.65,1.235,0.84,5.094,0.0111,0.0065,9.8601,0.035,-0.0739,0.0078,0.011665238357145603,LOW,0,0
2024-01-03 11:00:00,03-01-2024,11:00:00,0.0,0.07,0.63,2.29,0.303,3.03,0.0162,-0.1574,1.647,1.202,0.78,5.309,0.0126,-0.0064,9.8397,-0.0399,0.0606,0.0144,0.015655977795116464,LOW,0,0
2024-01-03 12:00:00,03-01-2024,12:00:00,0.13,0.2,0.74,2.42,0.311,3.11,0.0594,-0.1236,1.645,1.237,0.815,5.094,0.0113,0.0046,9.8144,0.0656,-0.0559,0.0222,0.01647459101316177,LOW,0,0
2024-01-03 13:00:00,03-01-2024,13:00:00,0.0,0.2,0.74,2.42,0.331,3.31,0.0994,-0.0666,1.649,1.251,0.828,5.017,0.0128,0.0042,9.8004,0.0049,-0.0628,-0.0337,0.018521124058275034,LOW,0,0
2024-01-03 14:00:00,03-01-2024,14:00:00,0.09,0.29,0.83,2.51,0.328,3.28,0.0733,-0.0714,1.656,1.227,0.793,5.173,0.0,-0.0097,9.7942,-0.0201,0.0072,0.0106,0.0184188623701764,LOW,0,0
2024-01-03 15:00:00,03-01-2024,15:00:00,0.23,0.52,1.01,2.74,0.32,3.2,0.0458,-0.0838,1.669,1.194,0.82,5.078,0.0066,-0.0144,9.8164,-0.029,0.0279,-0.0093,0.018828558764141235,LOW,0,0
2024-01-03 16:00:00,03-01-2024,16:00:00,0.21,0.67,1.22,2.96,0.335,3.35,0.0705,-0.0648,1.67,1.28,0.819,5.064,0.0002,0.0301,9.8004,-0.0044,-0.0464,-0.0792,0.021796486428654678,LOW,0,0
2024-01-03 17:00:00,03-01-2024,17:00:00,0.0,0.67,1.15,2.96,0.35,3.5,0.0466,-0.0526,1.675,1.229,0.835,4.817,0.0115,0.0099,9.8013,-0.0485,0.0369,-0.0061,0.022853710252263456,LOW,0,0
2024-01-03 18:00:00,03-01-2024,18:00:00,0.14,0.67,1.29,3.09,0.341,3.41,0.0302,-0.0501,1.763,1.281,0.828,5.167,0.0282,0.0017,9.8666,-0.0301,0.0508,0.0673,0.022888122302414823,LOW,0,0
2024-01-03 19:00:00,03-01-2024,19:00:00,0.0,0.67,1.29,3.09,0.344,3.44,0.013,-0.0421,1.762,1.222,0.828,5.026,-0.0033,0.0103,9.7822,0.0624,0.0152,0.0311,0.023195102259181807,LOW,0,0
2024-01-03 20:00:00,03-01-2024,20:00:00,0.0,0.58,1.29,3.09,0.286,2.86,-0.0412,-0.0913,1.757,1.222,0.806,5.026,-0.0061,0.0106,9.7945,-0.0321,0.0169,-0.0106,0.017260156428353345,LOW,0,0
2024-01-03 21:00:00,03-01-2024,21:00:00,0.07,0.42,1.36,3.17,0.271,2.71,-0.049,-0.0966,1.761,1.242,0.841,5.082,0.0073,-0.0076,9.7806,0.012,0.0417,0.0182,0.016202932604744563,LOW,0,0
2024-01-03 22:00:00,03-01-2024,22:00:00,0.05,0.26,1.4,3.22,0.293,2.93,-0.042,-0.0472,1.774,1.215,0.882,5.11,-0.0275,-0.0013,9.8185,-0.0321,-0.0008,0.0187,0.01872707664592696,LOW,0,0
2024-01-03 23:00:00,03-01-2024,23:00:00,0.07,0.34,1.47,3.29,0.279,2.79,-0.0709,-0.0766,1.774,1.192,0.809,5.061,-0.0002,-0.0032,9.8029,-0.0274,0.0076,-0.0421,0.01777217947457384,LOW,0,0
2024-01-04 00:00:00,04-01-2024,00:00:00,25.22,25.42,26.65,28.51,0.639,6.39,0.2977,0.2964,1.779,1.231,0.812,5.067,0.0004,0.0056,9.8147,-0.0039,-0.0328,0.0182,0.22643664112225304,LOW,0,0
2024-01-04 01:00:00,04-01-2024,01:00:00,0.0,25.42,26.65,28.46,0.737,7.37,0.3921,0.41,1.788,1.2,0.785,5.06,0.0044,-0.0202,9.794,-0.0248,-0.0423,-0.0177,0.236464653043308,LOW,0,0
2024-01-04 02:00:00,04-01-2024,02:00:00,0.0,25.42,26.43,28.44,0.814,8.14,0.5275,0.5016,1.787,1.244,0.856,5.053,0.0082,0.0067,9.8059,0.0375,0.065,0.0022,0.2428425379634261,LOW,0,0
2024-01-04 03:00:00,04-01-2024,03:00:00,0.0,25.35,26.36,28.37,0.907,9.07,0.6359,0.6068,1.787,1.2,0.821,5.126,0.009,0.0042,9.7699,0.0057,-0.0184,0.009,0.2518812406629767,LOW,0,0
2024-01-04 04:00:00,04-01-2024,04:00:00,0.08,25.37,26.37,28.45,0.996,9.96,0.7037,0.7077,2.117,1.428,0.985,5.126,0.0695,0.0624,9.8904,-0.0779,-0.3513,-0.0175,0.26105655213662016,LOW,0,0
2024-01-04 05:00:00,04-01-2024,05:00:00,0.1,25.4,26.48,28.42,1.072,10.72,0.7923,0.7842,2.106,1.257,0.835,4.891,0.002,0.0245,9.826,0.0514,-0.0304,0.0401,0.2695840113598345,LOW,0,0
2024-01-04 06:00:00,04-01-2024,06:00:00,0.04,0.22,26.51,28.29,1.07,10.7,0.4306,0.8179,2.104,1.219,0.814,5.045,0.0036,-0.0032,9.804,-0.0469,-0.0365,-0.0439,0.2695840763239915,LOW,0,0
2024-01-04 07:00:00,04-01-2024,07:00:00,0.02,0.24,26.53,28.29,1.049,10.49,0.3129,0.8174,2.104,1.212,0.813,5.062,0.0053,0.0027,9.8076,-0.0458,-0.0136,0.0164,0.26757169547240145,LOW,0,0
2024-01-04 08:00:00,04-01-2024,08:00:00,0.2,0.44,26.74,28.41,1.053,10.53,0.2388,0.7984,2.109,1.214,0.829,5.138,0.023,-0.0003,9.8175,0.0702,-0.07,-0.024,0.2694140299621026,LOW,0,0
2024-01-04 09:00:00,04-01-2024,09:00:00,0.17,0.61,26.91,28.47,1.056,10.56,0.1488,0.7815,2.104,1.246,0.846,4.996,0.0049,0.0024,9.8196,0.01,0.1193,0.0083,0.2708810801079903,LOW,0,0
2024-01-04 10:00:00,04-01-2024,10:00:00,0.11,0.65,26.95,28.58,1.095,10.95,0.0987,0.8309,2.113,1.254,0.776,5.048,-0.0119,0.011,9.7752,0.0985,-0.0223,-0.0229,0.27514477723751896,LOW,0,0
2024-01-04 11:00:00,04-01-2024,11:00:00,0.14,0.68,27.09,28.69,1.084,10.84,0.0128,0.7808,2.097,1.223,0.81,5.071,-0.0366,-0.019,9.8222,0.0056,-0.0189,-0.0301,0.274974535983159,LOW,0,0
2024-01-04 12:00:00,04-01-2024,12:00:00,0.04,0.69,27.0,28.67,1.102,11.02,0.0319,0.7903,2.092,1.235,0.868,5.149,0.0038,-0.0243,9.8338,0.0309,0.0023,-0.07,0.2762022609177559,LOW,0,0
2024-01-04 13:00:00,04-01-2024,13:00:00,0.06,0.72,27.06,28.73,1.078,10.78,0.0288,0.7468,2.094,1.259,0.822,5.064,-0.0016,-0.0108,9.8154,-0.1142,-0.0492,-0.0428,0.27415585780095664,LOW,0,0
2024-01-04 14:00:00,04-01-2024,14:00:00,0.0,0.52,26.97,28.71,1.124,11.24,0.0717,0.7968,2.079,1.209,0.82,4.988,-0.0138,0.015,9.8029,-0.0095,0.017,0.0662,0.2782487289987121,LOW,0,0
2024-01-04 15:00:00,04-01-2024,15:00:00,0.05,0.4,26.78,28.76,1.132,11.32,0.0763,0.812,2.081,1.269,0.782,5.094,-0.0146,0.0003,9.8579,0.0095,0.0352,-0.0089,0.2777707931818578,LOW,0,0
2024-01-04 16:00:00,04-01-2024,16:00:00,0.0,0.28,26.57,28.76,1.136,11.36,0.0404,0.8008,2.076,1.272,0.829,5.171,0.0002,0.0174,9.7905,-0.0303,0.0445,-0.0009,0.276747071910202,LOW,0,0
2024-01-04 17:00:00,04-01-2024,17:00:00,0.15,0.29,26.72,28.73,1.147,11.47,0.0632,0.7974,2.077,1.271,0.799,5.038,-0.0028,0.0031,9.7823,-0.0607,-0.0535,-0.0023,0.278896256428356,LOW,0,0
2024-01-04 18:00:00,04-01-2024,18:00:00,0.07,0.33,26.65,28.76,1.148,11.48,0.0469,0.807,2.091,1.232,0.863,5.118,0.013,-0.0011,9.8084,0.0392,0.0042,0.0014,0.2785209071203856,LOW,0,0
2024-01-04 19:00:00,04-01-2024,19:00:00,0.0,0.27,26.65,28.76,1.14,11.4,0.0617,0.7954,2.093,1.189,0.822,5.019,0.0035,-0.0026,9.813,-0.079,-0.064,0.0556,0.27770229390234025,LOW,0,0
2024-01-04 20:00:00,04-01-2024,20:00:00,0.08,0.35,26.74,28.85,1.123,11.23,-0.001,0.8371,2.105,1.24,0.831,5.231,-0.0085,-0.0111,9.8036,0.0154,0.0849,0.0486,0.27657689561999904,LOW,0,0
2024-01-04 21:00:00,04-01-2024,21:00:00,0.13,0.44,26.8,28.68,1.129,11.29,-0.0034,0.8576,2.468,1.453,0.963,5.271,0.0621,0.0607,9.9237,0.3048,-0.0689,-0.0503,0.2776002920708697,LOW,0,0
2024-01-04 22:00:00,04-01-2024,22:00:00,0.0,0.44,26.75,28.68,1.151,11.51,0.0157,0.8585,2.469,1.284,0.827,5.101,0.0104,0.026,9.8082,0.0037,-0.0277,-0.0311,0.2795102813060471,LOW,0,0
2024-01-04 23:00:00,04-01-2024,23:00:00,0.0,0.29,26.68,28.68,1.117,11.17,-0.0309,0.8374,2.471,1.21,0.882,4.901,0.0048,0.0069,9.7543,-0.0038,0.0297,0.0061,0.27555349916912836,LOW,0,0
2024-01-05 00:00:00,05-01-2024,00:00:00,0.0,0.22,1.45,28.61,1.131,11.31,-0.0177,0.4916,2.951,1.544,1.042,5.102,0.0716,0.0695,9.9168,0.152,0.1002,-0.0094,0.10481800835061995,LOW,0,0
2024-01-05 01:00:00,05-01-2024,01:00:00,0.0,0.22,1.45,28.61,1.089,10.89,-0.0507,0.3526,2.943,1.217,0.845,5.02,0.0075,-0.0159,9.8396,-0.0338,-0.0466,-0.008,0.1005202889558821,LOW,0,0
2024-01-05 02:00:00,05-01-2024,02:00:00,0.16,0.29,1.61,28.72,1.072,10.72,-0.0516,0.2579,2.948,1.251,0.843,5.108,0.0038,0.0193,9.7735,-0.0556,0.0029,0.0389,0.09987256663376706,LOW,0,0
2024-01-05 03:00:00,05-01-2024,03:00:00,0.0,0.16,1.61,28.72,1.034,10.34,-0.0945,0.1272,2.945,1.243,0.803,5.154,-0.01,0.0354,9.8099,-0.016,0.1053,0.0324,0.09598415384805187,LOW,0,0
2024-01-05 04:00:00,05-01-2024,04:00:00,0.07,0.23,1.6,28.79,1.01,10.1,-0.141,0.0138,2.946,1.228,0.879,5.096,0.0117,0.0107,9.7946,-0.0063,-0.0382,0.0584,0.0934600747710265,LOW,0,0
2024-01-05 05:00:00,05-01-2024,05:00:00,0.0,0.23,1.5,28.78,0.993,9.93,-0.1233,-0.0783,2.957,1.228,0.791,5.151,0.0089,0.0006,9.7913,0.0164,0.0528,-0.0254,0.0910381274537857,LOW,0,0
2024-01-05 06:00:00,05-01-2024,06:00:00,0.1,0.33,1.57,28.84,0.969,9.69,-0.1618,-0.1008,2.958,1.265,0.818,5.037,0.0249,0.0211,9.8181,-0.0497,-0.0337,0.0082,0.08905996375987593,LOW,0,0
2024-01-05 07:00:00,05-01-2024,07:00:00,0.0,0.33,1.54,28.84,0.951,9.51,-0.1385,-0.0988,2.954,1.219,0.821,5.021,0.011,0.0159,9.7698,0.0531,0.0631,-0.0417,0.08701336575060564,LOW,0,0
2024-01-05 08:00:00,05-01-2024,08:00:00,0.09,0.26,1.43,28.87,0.932,9.32,-0.1396,-0.1205,2.951,1.318,0.854,5.122,-0.0029,0.0075,9.8293,0.0064,-0.0219,0.0111,0.08431852570596407,LOW,0,0
2024-01-05 09:00:00,05-01-2024,09:00:00,0.1,0.37,1.37,28.89,0.923,9.23,-0.1114,-0.1331,2.946,1.291,0.842,5.1,0.0006,0.0041,9.8033,-0.001,-0.0068,-0.0306,0.0829881492983264,LOW,0,0
2024-01-05 10:00:00,05-01-2024,10:00:00,0.0,0.3,1.25,28.89,0.911,9.11,-0.0995,-0.1844,2.953,1.257,0.819,5.025,-0.0092,0.0148,9.7828,-0.0543,0.0071,-0.0188,0.08094135639658502,LOW,0,0
